text,intent
Hey there AI assistant,general_greeting
Hello chatbot ready?,general_greeting
Hello chatbot ready,general_greeting
Hi there glad to connect,general_greeting
Hey how can you help today?,general_greeting
Hey how can you help today,general_greeting
Hello Assistant glad to meet you,general_greeting
Hi AI what can I ask?,general_greeting
Hi AI what can I ask,general_greeting
Thank you,thanks
Thanks,thanks
Thank you very much,thanks
Thanks a lot,thanks
Thank you FoodReach AI,thanks
Thanks for your help,thanks
Appreciate it,thanks
Many thanks,thanks
Thank you so much,thanks
Thanks buddy,thanks
Awesome thanks,thanks
Great thank you,thanks
Thanks for the information,thanks
Much appreciated,thanks
Thank you for assisting me,thanks
Thanks for resolving my issue,thanks
Thank you AI,thanks
Thanks assistant,thanks
Perfect thank you,thanks
Thank you for the guidance,thanks
Thanks for explaining,thanks
Super thanks,thanks
Thank you FoodReach team,thanks
Thanks useful information,thanks
Thank you kindly,thanks
Thanks for quick reply,thanks
Appreciate your assistance,thanks
Thanks that was helpful,thanks
Thank you that answered my question,thanks
Big thanks,thanks
Thanks for clarification,thanks
Thank you so much for the support,thanks
Thanks excellent service,thanks
Thank you very helpful bot,thanks
Thanks for detailed answer,thanks
Appreciate the fast response,thanks
Thank you for clear instructions,thanks
Thanks helpful assistant,thanks
Thank you good bot,thanks
Thanks for step by step guide,thanks
Thank you for helping out,thanks
Thanks invaluable help,thanks
Thank you for guidance,thanks
Thanks great job,thanks
Appreciate all your help,thanks
Thank you wonderful bot,thanks
Thanks that cleared my doubt,thanks
Thank you so much FoodReach,thanks
Thanks for taking care of my query,thanks
Thank you helpful information,thanks
Thanks for instant answer,thanks
Appreciate it very much,thanks
Thank you for prompt reply,thanks
Thanks for excellent guidance,thanks
Thank you very much for assistance,thanks
Thanks a ton for your help,thanks
Appreciate the fast help,thanks
Thank you AI helper,thanks
Thanks that was super clear,thanks
Thank you for resolving my doubt,thanks
Appreciate your support FoodReach,thanks
Thanks for answering my query,thanks
Thank you for great assistance,thanks
Goodbye,goodbye
Bye,goodbye
See you later,goodbye
Bye bye,goodbye
Good night,goodbye
Talk to you later,goodbye
Have a nice day,goodbye
Have a great day,goodbye
Catch you later,goodbye
Farewell,goodbye
Bye FoodReach AI,goodbye
Signing off,goodbye
See you soon,goodbye
Bye for now,goodbye
Good night assistant,goodbye
Have a good one,goodbye
Take care,goodbye
Bye thanks for help,goodbye
See ya,goodbye
Got to go bye,goodbye
Leaving now goodbye,goodbye
Closing chat bye,goodbye
Bye take care,goodbye
Have a wonderful day ahead,goodbye
Goodbye assistant,goodbye
See you tomorrow,goodbye
Bye FoodReach,goodbye
Goodnight,goodbye
Bye talk later,goodbye
Have a pleasant evening,goodbye
Bye see you next time,goodbye
Goodbye for today,goodbye
Bye assistant take care,goodbye
Until next time,goodbye
I am done bye,goodbye
Finished chat goodbye,goodbye
Have a great weekend bye,goodbye
Bye have a good day,goodbye
Signing out goodbye,goodbye
See you around,goodbye
Bye bye AI,goodbye
Goodbye team,goodbye
Off now see you later,goodbye
Bye appreciate it,goodbye
Good day goodbye,goodbye
Bye chat closed,goodbye
Take care goodbye,goodbye
See you later alligator,goodbye
Bye bye take care,goodbye
Goodbye FoodReach AI,goodbye
Have a restful night bye,goodbye
Bye bye friend,goodbye
Until later goodbye,goodbye
Catch up later bye,goodbye
Goodbye have a nice time,goodbye
Bye see you later friend,goodbye
Good night take care,goodbye
Bye bye until next time,goodbye
Farewell FoodReach team,goodbye
See you soon assistant,goodbye
Bye chat completed,goodbye
Have a fantastic day goodbye,goodbye
